gem_id,gem_parent_id,concept_set_id,concepts,target,references
common_gen-validation-110,common_gen-validation-110,110,"['drive', 'street', 'walk']",I would rather drive down the street than walk.,"['I would rather drive down the street than walk.', 'Driving on the street is faster than walking', ""The man doesn't like to walk, so instead he drives down the street."", 'People walk and cars drive down a busy city street.']"
common_gen-validation-111,common_gen-validation-111,111,"['grass', 'hold', 'stand']",I stood in the grass and held the trimmer in my hand.,"['I stood in the grass and held the trimmer in my hand.', 'The boy can stand and hold the ball in the grass', 'The grass took hold of the ground when I moved to a new place to stand.', 'a man stands on grass holding a kite ']"
common_gen-validation-112,common_gen-validation-112,112,"['cart', 'ride', 'road']",the couple took a ride down the road in their cart,"['the couple took a ride down the road in their cart', 'A family is riding a horse cart along a park road.', 'I rode in the cart down the road.', 'man riding a cart on a road']"
common_gen-validation-113,common_gen-validation-113,113,"['cheer', 'race', 'run']",Cheer the number  one racer to race and run faster,"['Cheer the number  one racer to race and run faster', 'The girl runs during a race while a boy cheers', 'A person is running a race while another is cheering.']"
common_gen-validation-114,common_gen-validation-114,114,"['guitar', 'sit', 'table']",The man sat on top of the table played the guitar.,"['The man sat on top of the table played the guitar.', 'The man sat at the table with a guitar.', 'The band sits around the table to play a guitar they recently purchased.', 'A man sits alone at a table, playing guitar.']"
common_gen-validation-115,common_gen-validation-115,115,"['machine', 'wear', 'work']",The man wears protective gloves when working with machines.,"['The man wears protective gloves when working with machines.', 'I wear protective glasses while working on the machine.', 'The machine wear off as it work so hard', 'Two men working on a machine wearing hard hats.']"
common_gen-validation-116,common_gen-validation-116,116,"['cross', 'phone', 'street']",A woman crosses the street while talking on her phone.,"['A woman crosses the street while talking on her phone.', 'The wires for the phone cross over the street.', 'Someone crosses the street and checks his phone.']"
common_gen-validation-117,common_gen-validation-117,117,"['ball', 'kid', 'yard']",A kid throws a ball in the yard.,"['A kid throws a ball in the yard.', 'The kid kicked the ball around the yard.', ""The young kid hit the ball into the neighbor's yard"", 'Kids playing ball in the yard.']"
common_gen-validation-118,common_gen-validation-118,118,"['face', 'hair', 'move']",face hair like to move across his face,"['face hair like to move across his face', 'The woman moves her hair off her face.', 'move the hair from the face', 'The lady moves her hair from her face.']"
common_gen-validation-119,common_gen-validation-119,119,"['face', 'lotion', 'rub']",The spa employee rubbed lotion on the client's face.,"[""The spa employee rubbed lotion on the client's face."", 'The woman rubs lotion on her face in the morning.', 'She rubs lotion onto her face.']"
common_gen-validation-120,common_gen-validation-120,120,"['boat', 'look', 'stand']",While driving the boat it looked like the water was standing still.,"['While driving the boat it looked like the water was standing still.', 'The kids stand on the shore and look at the boat.', 'The girl was standing on the dock to look at the boats.', 'Two men standing on a boat looking away.']"
common_gen-validation-121,common_gen-validation-121,121,"['dog', 'pull', 'sleigh']","As the dogs ran, they pulled the sleigh.","['As the dogs ran, they pulled the sleigh.', 'the dog pull the sleigh down the hall', 'The Grinch used his dog to pull his sleigh.', 'A black dog pulls a red sleigh']"
common_gen-validation-122,common_gen-validation-122,122,"['leg', 'shave', 'watch']",The mom watched her teen shave her legs.,"['The mom watched her teen shave her legs.', 'As the barber shaved the boy hair, the little boy watched the hair fall onto his leg', 'A girl watches her mother shave her legs.', 'A man is shaving another mans leg and people watch.']"
common_gen-validation-123,common_gen-validation-123,123,"['class', 'kid', 'sit']",The teacher told the kids in class to sit in their assigned seats.,"['The teacher told the kids in class to sit in their assigned seats.', 'A kid in the class sits in a chair.', 'The kid sat in class for the rest of the day', 'A kid is sitting in math class.']"
common_gen-validation-124,common_gen-validation-124,124,"['guitar', 'sit', 'stool']",The man plays guitar as he sits on his tall stool,"['The man plays guitar as he sits on his tall stool', 'He sits on the stool to play the guitar.', 'A man plays the guitar while sitting on a stool.', 'man sitting on stool playing a guitar']"
common_gen-validation-125,common_gen-validation-125,125,"['bike', 'sit', 'street']",I sit on my bike and ride down the street.,"['I sit on my bike and ride down the street.', 'The bike was sitting on the street.', 'The bike was able to sit on the street without being stolen.', 'a man sits on a bike on a city street ']"
common_gen-validation-126,common_gen-validation-126,126,"['football', 'game', 'throw']",The girl threw the football to score the touchdown that won the game.,"['The girl threw the football to score the touchdown that won the game.', 'The game ended when the player threw the football down the field.', 'The players throw the football during the game.', 'Aaron Rodgers throwing the football during a game.']"
common_gen-validation-127,common_gen-validation-127,127,"['eat', 'food', 'room']",The family went to the dining room to eat their food.,"['The family went to the dining room to eat their food.', 'a man eats some food in a room', 'We gathered in the dining room with our old friends to eat food.', 'A room of people eating food.']"
common_gen-validation-128,common_gen-validation-128,128,"['basketball', 'crowd', 'front']",We sat in the front of the crowd to watch basketball.,"['We sat in the front of the crowd to watch basketball.', 'The basketball player stood in front of the crowd.', 'Javale McGee threw the basketball into the front of the crowd.', 'Two boys play basketball in front of a crowd']"
common_gen-validation-129,common_gen-validation-129,129,"['bathroom', 'face', 'wash']",A boy washes his face in the bathroom.,"['A boy washes his face in the bathroom.', 'The girl washed her face in the bathroom this morning.', 'A girl washes her face in the bathroom.', 'A woman washes her face in the bathroom.']"
common_gen-validation-130,common_gen-validation-130,130,"['dress', 'perform', 'stage']",You will have to dress to perform on the stage.,"['You will have to dress to perform on the stage.', 'The girl put on a dress before performing on stage.', 'Two identically dressed dancers performing on a dark stage.']"
common_gen-validation-131,common_gen-validation-131,131,"['machine', 'sit', 'work']",A boy sits down and works at a machine.,"['A boy sits down and works at a machine.', 'Im going to sit down at my sewing machine and work on my hem.', 'The mechanic sat down to work on the machine.', 'A person works while sitting on a machine.']"
common_gen-validation-132,common_gen-validation-132,132,"['board', 'dart', 'hit']",He hit the dart board.,"['He hit the dart board.', 'the door uses as board dart full of hit', 'dart hitting the dart board in slow motion']"
common_gen-validation-133,common_gen-validation-133,133,"['head', 'shave', 'side']",The man shaves the side of his head with a razor.,"['The man shaves the side of his head with a razor.', 'I shaved the side of my head two years ago.', 'head shave is not in just the side', 'Another man starts shaving the sides of his head.']"
common_gen-validation-134,common_gen-validation-134,134,"['river', 'rock', 'walk']",As he walked he threw a rock into the river.,"['As he walked he threw a rock into the river.', 'A boy walks by a river and throws rocks.', 'Three boys walk on rocks along a river.']"
common_gen-validation-135,common_gen-validation-135,135,"['eat', 'restaurant', 'talk']",We can talk while we eat at the restaurant.,"['We can talk while we eat at the restaurant.', 'The people ate and talked at the restaurant.', 'The people at the restaurant talked whilst they ate.', 'friends talking and eating at the restaurant']"
common_gen-validation-136,common_gen-validation-136,136,"['equipment', 'front', 'stand']",Do not stand in front of the equipment while it is in use.,"['Do not stand in front of the equipment while it is in use.', 'The people decided to stand in front of the equipment to have their picture taken', 'the team stands in front of their equipment .']"
common_gen-validation-137,common_gen-validation-137,137,"['carriage', 'draw', 'horse']",The horse pulling the carriage draws to a stop.,"['The horse pulling the carriage draws to a stop.', 'A man leads a horse towards a carriage which the horse will draw.', 'The carriage is drawn by the horse.', 'a carriage drawn by horses']"
common_gen-validation-138,common_gen-validation-138,138,"['brush', 'clean', 'window']",I used a brush to clean the window,"['I used a brush to clean the window', 'I tried to clean the window using a brush.', 'brushing the window to be clean', 'She grabs a brush and cleans a window.']"
common_gen-validation-139,common_gen-validation-139,139,"['barber', 'head', 'shave']",The barber shaved the man's head with a trimmer.,"[""The barber shaved the man's head with a trimmer."", 'I went to the barber to get my head shaved', ""The barber shaved the man's head."", ""A barber shaving someone's head.""]"
